Image Filename,Caption,Cleaned Caption
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_44.jpeg,Deforestation and mining threaten a vast carbon-rich wilderness hosting thousands of species in Indonesia. You can help protect 120000 acres of this habitat for species like the Vulnerable Pesquet s Parrot before it s too late.  Follow the link in bio to donate now and your gift will be doubled.. . . . . . #bird #birds #wildlife #animals #deforestation,deforestation and mining threaten a vast carbonrich wilderness hosting thousands of species in indonesia you can help protect 120000 acres of this habitat for species like the vulnerable pesquet s parrot before it s too late follow the link in bio to donate now and your gift will be doubled #bird #birds #wildlife #animals #deforestation
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_45.jpeg,Did you know an adult elephant   can weigh nearly 15000 pounds? Today on #WorldElephantDay you can help protect critical habitat for elephants and other threatened species across the globe.  Follow the link in bio to donate now. . . . . . . #elephant #elephants #animals #wildlife,did you know an adult elephant can weigh nearly 15000 pounds today on #worldelephantday you can help protect critical habitat for elephants and other threatened species across the globe follow the link in bio to donate now #elephant #elephants #animals #wildlife
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_46.jpeg,#Didyouknow: If tropical deforestation were a country it would be the third largest emitter of greenhouse gases after China and the United States.  You can help fight #climatechange keeping carbon stored. Follow the link in bio to donate to our Rainforest Climate Action Fund today. . . . . . . #deforestation #green #nature,#didyouknow if tropical deforestation were a country it would be the third largest emitter of greenhouse gases after china and the united states you can help fight #climatechange keeping carbon stored follow the link in bio to donate to our rainforest climate action fund today #deforestation #green #nature
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_47.jpeg,Within the Brazilian Amazon 141 million acres of land are government controlled but not yet designated for a particular purpose.  Each and every one of these acres the irreplaceable home of myriad exquisite species found nowhere else on Earth could be preserved forever as part of a protected area such as a national park or could be safeguarded as an Indigenous reserve.  Or vast areas could be chain-sawed and burned to the ground for beef or soy.  The stakes are huge for all life on Earth. Rainforest Trust s goal is to permanently safeguard 20 million acres of intact forest as new protected areas and Indigenous territories and safely lock up 6 billion metric tons of CO2 equivalents (more than the U.S. s annual total CO2 emissions). You can help.  Follow the link in bio to donate now. . . . . . #deforestation #climate #climateaction #nature,within the brazilian amazon 141 million acres of land are government controlled but not yet designated for a particular purpose each and every one of these acres the irreplaceable home of myriad exquisite species found nowhere else on earth could be preserved forever as part of a protected area such as a national park or could be safeguarded as an indigenous reserve or vast areas could be chainsawed and burned to the ground for beef or soy the stakes are huge for all life on earth rainforest trust s goal is to permanently safeguard 20 million acres of intact forest as new protected areas and indigenous territories and safely lock up 6 billion metric tons of co2 equivalents more than the us s annual total co2 emissions you can help follow the link in bio to donate now #deforestation #climate #climateaction #nature
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_48.jpeg,In a triangle of the western Pacific Ocean formed by Indonesia the Philippines and Papua New Guinea 76% of the world s coral reef species are found more than anywhere else on Earth.  This biodiverse  Coral Triangle  also encompasses rich expanses of seagrass and mangrove. Iconic marine species sea turtles sharks rays whales dolphins porpoises and dugongs (a relative of manatees) are supported by 600 species of reef-building corals. You can help protect 851200 acres of this habitat. Follow the link in bio to donate now and your gift will be doubled. . . . . . #ocean #conservation #shark #sharks,in a triangle of the western pacific ocean formed by indonesia the philippines and papua new guinea 76 of the world s coral reef species are found more than anywhere else on earth this biodiverse coral triangle also encompasses rich expanses of seagrass and mangrove iconic marine species sea turtles sharks rays whales dolphins porpoises and dugongs a relative of manatees are supported by 600 species of reefbuilding corals you can help protect 851200 acres of this habitat follow the link in bio to donate now and your gift will be doubled #ocean #conservation #shark #sharks
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_49.jpeg,Though Guyana s biodiverse Rupununi region has supported Indigenous communities for centuries relentless destruction of habitat threatens to unravel its delicate interconnected ecosystems.  You can help protect 741000 acres of critical habitat home to species like the Endangered Sun Parakeet.  Follow the link in bio to learn more. . . . . . . #wildlife #nature #deforestation #bird #birds,though guyana s biodiverse rupununi region has supported indigenous communities for centuries relentless destruction of habitat threatens to unravel its delicate interconnected ecosystems you can help protect 741000 acres of critical habitat home to species like the endangered sun parakeet follow the link in bio to learn more #wildlife #nature #deforestation #bird #birds
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_50.jpeg,Today on #NationalWildlifeDay you can help protect critical habitat for threatened species across the globe. Follow the link in bio to donate now. . . . . . #animals #wildlife #nature,today on #nationalwildlifeday you can help protect critical habitat for threatened species across the globe follow the link in bio to donate now #animals #wildlife #nature
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_51.jpeg,Today on #WorldTapirDay you can help protect habitat for Tapir and other threatened species across the globe.  Follow the link in bio to donate now. . . . . . . #wildlife #animals #nature #conservation,today on #worldtapirday you can help protect habitat for tapir and other threatened species across the globe follow the link in bio to donate now #wildlife #animals #nature #conservation
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_52.jpeg,Can you identify this rainforest plant? Find the answer and learn about other weird and fascinating rainforest species at the link in bio.  . . . . . #trees #plants #rainforest #nature,can you identify this rainforest plant find the answer and learn about other weird and fascinating rainforest species at the link in bio #trees #plants #rainforest #nature
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_53.jpeg,A million species are at risk of extinction this century each unique and irreplaceable. The leading cause is habitat destruction and the most valuable habitat is rainforest. This #NationalWildlifeDay you can help protect critical habitat for threatened wildlife across the globe.  Follow the link in bio to donate now. . . . . . #wildlife #wildlifewednesday #animals #deforestation,a million species are at risk of extinction this century each unique and irreplaceable the leading cause is habitat destruction and the most valuable habitat is rainforest this #nationalwildlifeday you can help protect critical habitat for threatened wildlife across the globe follow the link in bio to donate now #wildlife #wildlifewednesday #animals #deforestation
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_54.jpeg,Did you know frogs   are found in nearly every type of habitat and almost everywhere on earth except Antarctica? You can help protect critical habitat for frogs and other amphibians across the globe. Follow the link in bio to learn more. . .  . . . #frog #frogs #animals #green,did you know frogs are found in nearly every type of habitat and almost everywhere on earth except antarctica you can help protect critical habitat for frogs and other amphibians across the globe follow the link in bio to learn more #frog #frogs #animals #green
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_55.jpeg,The Peruvian Amazon is second in size only to the Brazilian Amazon covering nearly 60% of Peru s landscape and supporting the life of over 12810 species.  These forests are also home to hundreds of Indigenous communities who rely on this land for their survival.  As one of our planet s most important carbon stores the Peruvian Amazon is vital in the global fight against climate change and contains over 49 billion metric tons of CO  equivalents. You can help protect 500000 acres of this landscape. Follow the link in bio to donate now and your gift will be doubled. . . . . . #climatechange #climateaction #deforestation,the peruvian amazon is second in size only to the brazilian amazon covering nearly 60 of peru s landscape and supporting the life of over 12810 species these forests are also home to hundreds of indigenous communities who rely on this land for their survival as one of our planet s most important carbon stores the peruvian amazon is vital in the global fight against climate change and contains over 49 billion metric tons of co equivalents you can help protect 500000 acres of this landscape follow the link in bio to donate now and your gift will be doubled #climatechange #climateaction #deforestation
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_56.jpeg,East of the Brazilian Amazon rainforest lies the Cerrado the Earth s most biodiverse tropical savanna which hosts 5% of the world s plants and animals within 505 million acres.  Nearly half of its 11000 plant species are found nowhere else in the world and they support over 500 mammal reptile and amphibian species and 860 species of birds including the Endangered Crowned Solitary Eagle  You can help protect 1190000 acres of this landscape in Brazil safeguarding critical habitat for threatened wildlife.  Follow the link in bio to donate now. . . . . . #bird #birds #animals #birding #deforestation,east of the brazilian amazon rainforest lies the cerrado the earth s most biodiverse tropical savanna which hosts 5 of the world s plants and animals within 505 million acres nearly half of its 11000 plant species are found nowhere else in the world and they support over 500 mammal reptile and amphibian species and 860 species of birds including the endangered crowned solitary eagle you can help protect 1190000 acres of this landscape in brazil safeguarding critical habitat for threatened wildlife follow the link in bio to donate now #bird #birds #animals #birding #deforestation
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_57.jpeg,Clouded Leopards are well-equipped to climb up and down trees with large dexterous paws and specialized footpads.  These cats typically weigh 25 to 50 pounds and are found in lowland forests grasslands scrublands or wetlands of Southeast Asia.  This #InternationalCloudedLeopardDay you can help protect critical habitat for leopards and other threatened species across the globe.  Follow the link in bio to donate now. . . . . . . . #cat #cats #leopard #bigcats #animals,clouded leopards are wellequipped to climb up and down trees with large dexterous paws and specialized footpads these cats typically weigh 25 to 50 pounds and are found in lowland forests grasslands scrublands or wetlands of southeast asia this #internationalcloudedleopardday you can help protect critical habitat for leopards and other threatened species across the globe follow the link in bio to donate now #cat #cats #leopard #bigcats #animals
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_58.jpeg,Road building mining and water diversion threaten countless species in the Tropical Andes including critically endangered frogs  Tucked between the Andes mountains and the Amazon Biome in Bolivia an area of varying elevation results in unique pockets of habitat that support astounding biodiversity including species found nowhere else on earth. This region holds extraordinary importance for rare amphibians many of which are confined to specific elevations and ranges.  Rainforest Trust is working with our partner ci_bolivia to protect 340500 acres of rainforest here as government-designated Natural Areas. The project will safeguard the sole known population of a Critically Endangered Andean frog once believed extinct alongside vital populations of at least two other critically endangered frog species ensuring their survival and the preservation of their fragile habitats. You can help save this irreplaceable biodiversity hotspot before it is destroyed. Follow the link in bio to donate now. . . . . Photo by: Jose  M. Padial . . . . #frog #frogs #animals #wildlife #nature #deforestation,road building mining and water diversion threaten countless species in the tropical andes including critically endangered frogs tucked between the andes mountains and the amazon biome in bolivia an area of varying elevation results in unique pockets of habitat that support astounding biodiversity including species found nowhere else on earth this region holds extraordinary importance for rare amphibians many of which are confined to specific elevations and ranges rainforest trust is working with our partner ci_bolivia to protect 340500 acres of rainforest here as governmentdesignated natural areas the project will safeguard the sole known population of a critically endangered andean frog once believed extinct alongside vital populations of at least two other critically endangered frog species ensuring their survival and the preservation of their fragile habitats you can help save this irreplaceable biodiversity hotspot before it is destroyed follow the link in bio to donate now photo by jose m padial #frog #frogs #animals #wildlife #nature #deforestation
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_59.jpeg,This #WorldEnvironmentDay   Rainforest Trust is proud to announce a massive milestone 50 million acres of habitat protected to date an area 40 times the size of Grand Canyon National Park.  For over 36 years Rainforest Trust has worked to safeguard critical habitat establishing protected areas in partnership with Indigenous and local organizations and engaged communities across more than 62 countries in Latin America and the Caribbean Africa and Asia-Pacific. Protecting the environment is critical to all life on Earth   and one of the leading drivers of environmental destruction is deforestation.  Tropical forests store carbon and actively remove it from the air and 50% of the worlds terrestrial biodiversity is found in these habitats. The protection of standing forests is critical.  Learn more about this exciting milestone and the work of Rainforest Trust at the link in bio.  . . . . . #deforestation #biodiversity #climatechange #climateaction #environment,this #worldenvironmentday rainforest trust is proud to announce a massive milestone 50 million acres of habitat protected to date an area 40 times the size of grand canyon national park for over 36 years rainforest trust has worked to safeguard critical habitat establishing protected areas in partnership with indigenous and local organizations and engaged communities across more than 62 countries in latin america and the caribbean africa and asiapacific protecting the environment is critical to all life on earth and one of the leading drivers of environmental destruction is deforestation tropical forests store carbon and actively remove it from the air and 50 of the worlds terrestrial biodiversity is found in these habitats the protection of standing forests is critical learn more about this exciting milestone and the work of rainforest trust at the link in bio #deforestation #biodiversity #climatechange #climateaction #environment
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_60.jpeg,There are just hours left to support protection of the pristine biodiverse rainforest of Papua New Guinea and have your gift matched. Help Rainforest Trust seize an opportunity to safeguard 120000 acres of intact rainforest that will be established as traditional territories of Indigenous communities under Indonesia s social forestry program. These rainforests are home to rare marsupials like tree kangaroos and cuscus birds-of-paradise and other species found only here on the island of New Guinea.  Follow the link in bio to donate now and your gift will be doubled. . . . . . #wildlife #animals #deforestation #climateaaction,there are just hours left to support protection of the pristine biodiverse rainforest of papua new guinea and have your gift matched help rainforest trust seize an opportunity to safeguard 120000 acres of intact rainforest that will be established as traditional territories of indigenous communities under indonesia s social forestry program these rainforests are home to rare marsupials like tree kangaroos and cuscus birdsofparadise and other species found only here on the island of new guinea follow the link in bio to donate now and your gift will be doubled #wildlife #animals #deforestation #climateaaction
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_61.jpeg,Celebrate #WorldWetlandsDay by discovering how Rainforest Trust protects vital wetland habitat storing and sequestering vast quantities of carbon. Click the link in bio to learn more. . . . . . #climatechange #climateaction #deforestation #nature #wildlife,celebrate #worldwetlandsday by discovering how rainforest trust protects vital wetland habitat storing and sequestering vast quantities of carbon click the link in bio to learn more #climatechange #climateaction #deforestation #nature #wildlife
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_62.jpeg,Found in rainforests of Borneo and Sumatra the Corpse Flower   is the largest flower in the world reaching nearly 3 feet in diameter.  These flowers produce a smell similar to rotting flesh which helps to attract flies and other pollinators.  . . . . . #plants #nature #pollinators,found in rainforests of borneo and sumatra the corpse flower is the largest flower in the world reaching nearly 3 feet in diameter these flowers produce a smell similar to rotting flesh which helps to attract flies and other pollinators #plants #nature #pollinators
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_63.jpeg,The Zanzibar archipelago dates back to the end of the Pleistocene when melting glaciers and rising seas separated the islands from the rest of Tanzania and the African continent.  Endemic species those found here and nowhere else are plentiful. Among those is the Zanzibar Red Colobus an endangered primate with a global population of fewer than 6000. Every single one of those individuals lives on Ungula the largest of Zanzibar s islands. But rampant deforestation is quickly destroying their habitat leaving them with a smaller range and greater vulnerability every year. Rainforest Trust and our partner Wildlife Conservation Society-Tanzania created the 1714.9-acre Nongwe-Kidikotundu-Vundwe Forest Reserve which was officially designated on November 10 2023.  This new protected area safeguards the habitat for 11% of the world s population of Endangered Zanzibar Red Colobus and also protects vital nesting beaches for the Critically Endangered Hawksbill Turtle. Learn more about how you can help take action for conservation and protect endangered species at the link in bio.  . . . . . . #deforestation #animals #wildlife #climatechange,the zanzibar archipelago dates back to the end of the pleistocene when melting glaciers and rising seas separated the islands from the rest of tanzania and the african continent endemic species those found here and nowhere else are plentiful among those is the zanzibar red colobus an endangered primate with a global population of fewer than 6000 every single one of those individuals lives on ungula the largest of zanzibar s islands but rampant deforestation is quickly destroying their habitat leaving them with a smaller range and greater vulnerability every year rainforest trust and our partner wildlife conservation societytanzania created the 17149acre nongwekidikotunduvundwe forest reserve which was officially designated on november 10 2023 this new protected area safeguards the habitat for 11 of the world s population of endangered zanzibar red colobus and also protects vital nesting beaches for the critically endangered hawksbill turtle learn more about how you can help take action for conservation and protect endangered species at the link in bio #deforestation #animals #wildlife #climatechange
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_64.jpeg,Armadillos have a flexible shell with hardened overlapping sections. This modified skin acts as a form of protection against predators or other threats.  You can help protect 326179 acres of habitat for the Vulnerable Giant Armadillo and other threatened species in Brazil.  Follow the link in bio to donate now and your gift will be quadrupled. . . . . . #animals #wildlife #conservation #deforestation,armadillos have a flexible shell with hardened overlapping sections this modified skin acts as a form of protection against predators or other threats you can help protect 326179 acres of habitat for the vulnerable giant armadillo and other threatened species in brazil follow the link in bio to donate now and your gift will be quadrupled #animals #wildlife #conservation #deforestation
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_65.jpeg,Mining and looming oil and gas exploration/extraction threaten rare birds and amphibians in Bolivia s Tropical Andes  In Bolivia Madidi National Park in the northern department of La Paz is said to be Earth s most biologically diverse protected area for terrestrial mammals birds butterflies and plants.  Many species in the Tropical Andes are restricted to a distinct elevation and range making them very vulnerable to habitat destruction. You can help protect 340500 acres of this landscape before it s too late.  Follow the link in bio to donate now. . . . . Photo by Gabriela Villanueva . . . #deforestation #wildlife #nature #climateaction,mining and looming oil and gas explorationextraction threaten rare birds and amphibians in bolivia s tropical andes in bolivia madidi national park in the northern department of la paz is said to be earth s most biologically diverse protected area for terrestrial mammals birds butterflies and plants many species in the tropical andes are restricted to a distinct elevation and range making them very vulnerable to habitat destruction you can help protect 340500 acres of this landscape before it s too late follow the link in bio to donate now photo by gabriela villanueva #deforestation #wildlife #nature #climateaction
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_66.jpeg,Camera trap monitoring by Rainforest Trust partner wcscolombia captured the first record of a jaguar in a proposed expansion area along the edge of Tatam  National Natural Park. This is one of the first recordings of jaguar sightings here an exciting discovery further highlighting the importance of designating this expansion area.  One of the largest cats in the world Jaguars are found in the Americas in rainforests swamps and grassland habitat.  Since the year 1900 jaguars have disappeared from more than 50% of their range threatened by deforestation and habitat fragmentation driven by mining and cattle ranching.  . . . . . #deforestation #cat #wildlife #animals,camera trap monitoring by rainforest trust partner wcscolombia captured the first record of a jaguar in a proposed expansion area along the edge of tatam national natural park this is one of the first recordings of jaguar sightings here an exciting discovery further highlighting the importance of designating this expansion area one of the largest cats in the world jaguars are found in the americas in rainforests swamps and grassland habitat since the year 1900 jaguars have disappeared from more than 50 of their range threatened by deforestation and habitat fragmentation driven by mining and cattle ranching #deforestation #cat #wildlife #animals
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_68.jpeg,Some ecosystems are well adapted to wildfire. Others are dependent upon them relying on occasional natural blazes to clear dense undergrowth add nutrients to the soil and disperse seeds so the next generation can take root. But there is nothing natural about wildfire   in the Amazon rainforest or in Brazil s Pantanal the world s largest wetland.  Follow the link in bio to learn how climate change makes fires worse in the Amazon Rainforest and beyond. . . . . . #wildfire #deforestation #climateaction #climatechange,some ecosystems are well adapted to wildfire others are dependent upon them relying on occasional natural blazes to clear dense undergrowth add nutrients to the soil and disperse seeds so the next generation can take root but there is nothing natural about wildfire in the amazon rainforest or in brazil s pantanal the world s largest wetland follow the link in bio to learn how climate change makes fires worse in the amazon rainforest and beyond #wildfire #deforestation #climateaction #climatechange
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_69.jpeg,Did you know 1 acre of rainforest   is lost every three seconds? You can help fight #climatechange and safeguard critical habitat. Follow the link in bio to donate now.  . . . . #deforestation #climate #climateaction,did you know 1 acre of rainforest is lost every three seconds you can help fight #climatechange and safeguard critical habitat follow the link in bio to donate now #deforestation #climate #climateaction
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_70.jpeg,The Amazon is the world s largest and most important tropical rainforest   originally spanning 1.7 billion acres nearly the size of the continental U.S.  It is a refuge for a third of Earth s terrestrial species and stores more than 123 billion metric tons of CO2 equivalents.  You can help protect this critical landscape.  Follow the link in bio to donate now. . . . . . . #rainforest #green #deforestation #climatechange #climateaction,the amazon is the world s largest and most important tropical rainforest originally spanning 17 billion acres nearly the size of the continental us it is a refuge for a third of earth s terrestrial species and stores more than 123 billion metric tons of co2 equivalents you can help protect this critical landscape follow the link in bio to donate now #rainforest #green #deforestation #climatechange #climateaction
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_71.jpeg,Rainforest Trust s 2023 Annual Report is here.  The biggest story of the year for both conservation and Rainforest Trust was the Brazilian Amazon.  The Lula Administration hit the ground running by cutting deforestation in half we launched an ambitious $40 million strategy to protect 20 million acres during the Lula term and our donors responded with over $12 million in funding that we granted out to seven new projects. Read the full report at the link in bio.  . . . . . #deforestation #conservation #brazil #climateaction,rainforest trust s 2023 annual report is here the biggest story of the year for both conservation and rainforest trust was the brazilian amazon the lula administration hit the ground running by cutting deforestation in half we launched an ambitious 40 million strategy to protect 20 million acres during the lula term and our donors responded with over 12 million in funding that we granted out to seven new projects read the full report at the link in bio #deforestation #conservation #brazil #climateaction
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_72.jpeg,Did you know a Dugong can eat more than 60 pounds each day?  Dugongs are found in warm coastal and inland waters of the Western Indo-Pacific region and can weigh nearly 600 pounds!  Today on #WorldDugongDay you can help protect critical habitat for Dugong and other threatened wildlife across the globe. Follow the link in bio to donate now. . . . . . . #wildlife #nature #animals,did you know a dugong can eat more than 60 pounds each day dugongs are found in warm coastal and inland waters of the western indopacific region and can weigh nearly 600 pounds today on #worlddugongday you can help protect critical habitat for dugong and other threatened wildlife across the globe follow the link in bio to donate now #wildlife #nature #animals
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_73.jpeg,In 2020 more than 10 million acres of rainforest were destroyed an area the size of Switzerland 12% more than in 2019. You can help protect critical habitat safeguarding rainforests and other tropical landscapes. Follow the link in bio to donate now. . . . . . . #climatechange #climateaction #deforestation #nature,in 2020 more than 10 million acres of rainforest were destroyed an area the size of switzerland 12 more than in 2019 you can help protect critical habitat safeguarding rainforests and other tropical landscapes follow the link in bio to donate now #climatechange #climateaction #deforestation #nature
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_74.jpeg,Did you know every zebra   has a unique stripe pattern? No two zebras are exactly alike.  This #InternationalZebraDay you can help protect habitat for zebras and other threatened species. Follow the link in bio to donate now. . . . . . #zebra #animals #wildlife,did you know every zebra has a unique stripe pattern no two zebras are exactly alike this #internationalzebraday you can help protect habitat for zebras and other threatened species follow the link in bio to donate now #zebra #animals #wildlife
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_75.jpeg,Climate disasters are stacking up and will continue to worsen as the planet warms.  As a founding supporter of the 30x30 effort to save 30% of Earth s lands and waters by 2030 Rainforest Trust is fully committed to giving nature the best possible chance at survival where  wildly unpredictable  is the new normal. Read all about climate disasters at the link in bio.  . . . . . #climatechange #climatecrisis #climateemergency,climate disasters are stacking up and will continue to worsen as the planet warms as a founding supporter of the 30x30 effort to save 30 of earth s lands and waters by 2030 rainforest trust is fully committed to giving nature the best possible chance at survival where wildly unpredictable is the new normal read all about climate disasters at the link in bio #climatechange #climatecrisis #climateemergency
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_76.jpeg,Did you know 2.5 gigatonnes of carbon dioxide are released into the atmosphere each year?  You can help fight #climatechange by protecting tropical forests  Follow the link in bio to donate now. . . . . . #deforestation #climateaction #climatecrisis,did you know 25 gigatonnes of carbon dioxide are released into the atmosphere each year you can help fight #climatechange by protecting tropical forests follow the link in bio to donate now #deforestation #climateaction #climatecrisis
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_77.jpeg,The forests of the Yungas ecoregion east of the Andes Mountains in Argentina are largely unprotected and face imminent destruction from logging and cattle ranching.  Rainforest Trust and our partner Fundaci n Rewilding Argentina have seized upon an urgent opportunity to protect 11990 acres of highly intact forest that completes a 229538-acre conservation area.  The proposed Yungas reserve will safeguard a species corridor for jaguars and ocelots and protect forest habitat for threatened species like the Endangered Black-and-chestnut Eagle. You can help protect this critical habitat.  Follow the link in bio to donate now.  . . . . . #deforestation #rainforest #climateaction #conservation,the forests of the yungas ecoregion east of the andes mountains in argentina are largely unprotected and face imminent destruction from logging and cattle ranching rainforest trust and our partner fundaci n rewilding argentina have seized upon an urgent opportunity to protect 11990 acres of highly intact forest that completes a 229538acre conservation area the proposed yungas reserve will safeguard a species corridor for jaguars and ocelots and protect forest habitat for threatened species like the endangered blackandchestnut eagle you can help protect this critical habitat follow the link in bio to donate now #deforestation #rainforest #climateaction #conservation
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_78.jpeg,Did you know sloths   sleep for nearly 15 hours a day? These animals are found in tropical rainforests of Central America and northern South America and spend the majority of their life hanging upside-down in trees.  Want to help protect habitat for sloths and other threatened species? Follow the link in bio to donate now. . . . . . #sloth #sloths #animals #wildlife #nature,did you know sloths sleep for nearly 15 hours a day these animals are found in tropical rainforests of central america and northern south america and spend the majority of their life hanging upsidedown in trees want to help protect habitat for sloths and other threatened species follow the link in bio to donate now #sloth #sloths #animals #wildlife #nature
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_79.jpeg,Did you know Capybara are the largest rodents in the world? Nearly two feet tall at the shoulder and weighing up to 175 pounds these animals are found in swampy grassy regions of rivers streams or lakes in Central and South America.  This #GivingTuesday you can help protect critical wetland habitat in Brazil vital for wide-ranging animals and threatened wildlife.  Follow the link in bio to donate now and your gift will have 4X the impact. . . . . . #capybara #wildlife #animals,did you know capybara are the largest rodents in the world nearly two feet tall at the shoulder and weighing up to 175 pounds these animals are found in swampy grassy regions of rivers streams or lakes in central and south america this #givingtuesday you can help protect critical wetland habitat in brazil vital for wideranging animals and threatened wildlife follow the link in bio to donate now and your gift will have 4x the impact #capybara #wildlife #animals
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_80.jpeg,Did you know 2.5 gigatonnes of carbon dioxide are released into the atmosphere each year?  You can help fight #climatechange by protecting critical rainforest habitat across the globe  Follow the link in bio to donate now. . . . . #climate #deforestation #nature #climateaction,did you know 25 gigatonnes of carbon dioxide are released into the atmosphere each year you can help fight #climatechange by protecting critical rainforest habitat across the globe follow the link in bio to donate now #climate #deforestation #nature #climateaction
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_81.jpeg,2024 is South America s worst wildfire   season on record.  More than 350000 fire hotspots have already been identified across the continent this year. And with the rainy season still some months away in the Amazon this tally will continue to climb.  In Bolivia where more than 10% of the country has already burned this year Rainforest Trust partners on the ground are battling flames. And across wide swaths of the continent smoke thickens the air while flames consume desiccated landscapes affecting humans and wildlife alike. The situation is dire. And addressing it will take bold action. Read more about the fires and how you can help at the link in bio.  . . . . . . Photo courtesy of Onc afari/Andre  Bittar . . . #wildfires #pantanal #deforestation,2024 is south america s worst wildfire season on record more than 350000 fire hotspots have already been identified across the continent this year and with the rainy season still some months away in the amazon this tally will continue to climb in bolivia where more than 10 of the country has already burned this year rainforest trust partners on the ground are battling flames and across wide swaths of the continent smoke thickens the air while flames consume desiccated landscapes affecting humans and wildlife alike the situation is dire and addressing it will take bold action read more about the fires and how you can help at the link in bio photo courtesy of onc afariandre bittar #wildfires #pantanal #deforestation
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_82.jpeg,Did you know sharks   do not have bones? Sharks are made up of cartilaginous tissue similar to the tissue that makes up a human ear or nose. You can help protect 851200 acres of habitat in Indonesia home to sharks and other threatened marine species.  Follow the link in bio to donate now and your gift will be doubled. . . . . . . #shark #sharks #wildlife #animals,did you know sharks do not have bones sharks are made up of cartilaginous tissue similar to the tissue that makes up a human ear or nose you can help protect 851200 acres of habitat in indonesia home to sharks and other threatened marine species follow the link in bio to donate now and your gift will be doubled #shark #sharks #wildlife #animals
Posts_rainforesttrust_18_Apr_2024_17_Apr_2025_e27e 2_CLEANED_83.jpeg,Indonesia s disappearing rainforests are the final stand for the Critically Endangered Bornean Orangutan and other struggling species.  You can help protect 179000 acres of this critical habitat.  Follow the link in bio to donate now. . . . . . #wildlife #nature #primates #orangutan,indonesia s disappearing rainforests are the final stand for the critically endangered bornean orangutan and other struggling species you can help protect 179000 acres of this critical habitat follow the link in bio to donate now #wildlife #nature #primates #orangutan
